City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
133,siwa oasis,29.2041,25.5195,13.97,75,2,2.18,EG,1701662271
134,chonchi,-42.6128,-73.8092,8.56,99,10,1.72,CL,1701662272
135,antsiranana,-12.2787,49.2917,26.42,65,40,5.14,MG,1701662272
136,urangan,-25.3,152.9,26.7,76,19,4.16,AU,1701662272
137,jiujiang,29.7333,115.9833,14.8,27,99,2.26,CN,1701662272
138,al jawf,29.5,38.75,15.75,50,65,3.95,SA,1701662272
139,nova sintra,14.8667,-24.7167,22.68,77,94,5.47,CV,1701662272
140,kavieng,-2.5744,150.7967,29.13,72,92,4.27,PG,1701662272
141,piacabucu,-10.4056,-36.4344,25.68,90,65,5.19,BR,1701662272
142,tyuratam,45.6507,63.3156,6.74,50,100,3.85,KZ,1701662273
143,bebedja,8.6761,16.566,25.54,38,92,1.6,TD,1701662273
144,jamestown,42.097,-79.2353,5.77,95,100,7.72,US,1701662055
145,avarua,-21.2078,-159.775,26.03,61,20,4.12,CK,1701662273
146,alappuzha,9.49,76.3264,29.44,78,97,0.77,IN,1701662251
147,tofol,5.3248,163.0078,27.46,83,100,6.72,FM,1701662273
148,kibre mengist,5.8833,38.9833,11.68,82,7,1.5,ET,1701662273
149,zaozersk,69.4005,32.4476,-6.8,96,100,1.46,RU,1701662273
150,susuman,62.7833,148.1667,-32.39,99,100,0.74,RU,1701662273
151,talnakh,69.4865,88.3972,-34.25,85,12,0.81,RU,1701662216
152,ciudad lazaro cardenas,17.9583,-102.2,25.08,82,100,1.56,MX,1701662274
153,suntar,62.1444,117.6319,-40.11,98,76,1.24,RU,1701662274
154,new norfolk,-42.7826,147.0587,22.18,27,100,1.24,AU,1701662274
155,lihue,21.9789,-159.3672,25.77,78,20,4.63,US,1701662274
156,las cruces,32.3123,-106.7783,10.06,37,0,5.66,US,1701662274
157,tortoli,39.9256,9.6572,8.9,34,0,7.2,IT,1701662274
158,hotan,37.0997,79.9269,7.72,23,8,0.98,CN,1701662275
159,santiago de cao,-7.9589,-79.2392,20.07,83,75,4.63,PE,1701662275
160,leava,-14.3,-178.1667,28.52,78,92,7.12,WF,1701662275
161,tremonton,41.7119,-112.1655,5.93,89,100,2.57,US,1701662275
162,kirensk,57.7853,108.1119,-5.58,86,100,4.02,RU,1701662275
163,invercargill,-46.4,168.35,12.31,50,11,4.2,NZ,1701662275
164,bhadohi,25.4167,82.5667,24.0,37,67,0.81,IN,1701662276
165,francavilla al mare,42.4206,14.287,6.66,77,8,1.54,IT,1701662276
166,ust-nera,64.5667,143.2,-38.83,98,100,2.0,RU,1701662276
167,mekhe,15.1097,-16.6218,21.92,65,8,5.45,SN,1701662276
168,cascais,38.6979,-9.4215,15.24,92,100,14.31,PT,1701662276
169,east london,-33.0153,27.9116,18.52,88,75,1.54,ZA,1701662277
170,cannonvale,-20.2833,148.7,28.66,64,9,5.28,AU,1701662277
171,nazca,-14.8333,-74.95,20.85,61,81,1.36,PE,1701662277
172,t'aebaek,37.1759,128.9889,6.26,25,5,2.35,KR,1701662277
173,lompoc,34.6391,-120.4579,15.99,87,0,7.72,US,1701662277
174,dryden,49.7833,-92.7503,-0.84,93,100,4.12,CA,1701662277
175,alesund,62.4723,6.1549,-0.92,74,100,5.14,NO,1701662237
176,cabo san lucas,22.8909,-109.9124,23.62,61,0,0.45,MX,1701662231
177,dabola,10.75,-11.1167,21.48,33,100,1.2,GN,1701662278
178,sur,22.5667,59.5289,26.02,51,42,6.22,OM,1701662278
179,lebu,-37.6167,-73.65,11.19,81,0,9.45,CL,1701662278
180,chibougamau,49.9168,-74.3659,-12.21,79,100,5.14,CA,1701662278
181,el granada,37.5027,-122.4694,15.35,90,100,0.0,US,1701662278
182,tanumah,27.1,44.1333,15.95,47,26,2.7,SA,1701662278
183,khandyga,62.6667,135.6,-44.52,99,79,0.49,RU,1701662278
184,mariental,-24.6333,17.9667,23.91,50,65,2.63,NA,1701662278
185,ciudad madero,22.2667,-97.8333,18.36,78,100,3.91,MX,1701662279
186,quelimane,-17.8786,36.8883,19.97,93,20,1.54,MZ,1701662279
187,zambezi,-13.5432,23.1047,18.91,93,98,1.74,ZM,1701662279
188,vorkuta,67.5,64.0,-27.48,95,92,2.13,RU,1701662279
189,beira,-19.8436,34.8389,19.05,93,40,2.68,MZ,1701662279
190,port alfred,-33.5906,26.891,15.66,94,100,2.37,ZA,1701662279
191,pisco,-13.7,-76.2167,20.01,82,0,6.69,PE,1701662279
192,bakanas,44.8081,76.2772,6.65,79,100,4.46,KZ,1701662280
193,prineville,44.2999,-120.8345,11.92,70,100,9.26,US,1701662280
194,san antonio de pale,-1.4014,5.6325,26.33,84,56,3.17,GQ,1701662280
195,padang,-0.9492,100.3543,28.03,78,98,0.91,ID,1701662280
196,svetlyy,54.675,20.1347,1.65,73,100,6.7,RU,1701662280
197,selfoss,63.9331,-20.9971,-2.3,58,100,3.6,IS,1701662280
198,guerrero negro,27.9769,-114.0611,18.45,71,0,5.35,MX,1701662280
199,goz beida,13.95,20.55,21.73,19,58,3.16,TD,1701662281
200,namibe,-15.1961,12.1522,22.46,89,100,1.5,AO,1701662281
201,pecan grove,29.6261,-95.7316,16.8,70,0,3.09,US,1701662281
202,claveria,18.6074,121.0832,29.3,68,22,5.45,PH,1701662281
203,nemuro,43.3236,145.575,4.49,65,51,3.77,JP,1701662281
204,aranda de duero,41.6704,-3.6892,6.98,78,100,7.29,ES,1701662281
205,remire-montjoly,4.9167,-52.2667,24.02,100,0,0.0,GF,1701662282
206,ouadda,8.0777,22.4007,20.67,47,99,0.31,CF,1701662282
207,kirakira,-10.4544,161.9205,28.19,81,95,5.05,SB,1701662282
208,usogorsk,63.4106,48.6872,-16.85,99,100,0.52,RU,1701662282
209,tokar,18.4254,37.729,27.15,70,5,6.52,SD,1701662282
210,jumla,29.2747,82.1838,4.55,83,100,0.93,NP,1701662283
211,oranjemund,-28.55,16.4333,15.2,92,9,5.17,NA,1701662283
212,mahibadhoo,3.7833,72.9667,27.68,77,90,3.22,MV,1701662283
213,arraial do cabo,-22.9661,-42.0278,23.82,93,100,8.91,BR,1701662284
214,santyoku,37.4406,129.1708,10.85,23,6,0.71,KR,1701662284
215,mersa matruh,31.3525,27.2453,12.11,87,0,1.54,EG,1701662284
216,taranto,40.6167,17.25,9.54,74,22,1.34,IT,1701662284
217,macapa,0.0389,-51.0664,27.99,78,75,3.6,BR,1701662285
218,aleg,17.0481,-13.9209,25.31,30,11,4.96,MR,1701662285
219,belyy yar,53.6039,91.3903,-1.06,69,0,8.0,RU,1701662286
220,mar del plata,-38.0023,-57.5575,12.83,65,0,2.68,AR,1701662286
221,javanrud,34.7961,46.5172,6.03,38,0,1.51,IR,1701662286
222,lospalos,-8.5186,127.0025,31.85,51,51,5.17,TL,1701662286
223,kenai,60.5544,-151.2583,-4.92,88,0,0.0,US,1701662287
224,saint-pierre,-21.3393,55.4781,25.87,53,7,4.12,RE,1701662287
225,okhotsk,59.3833,143.3,-30.69,85,35,6.5,RU,1701662287
226,xinyuan,37.3,99.0,-3.72,28,0,2.57,CN,1701662287
227,medina,24.4686,39.6142,21.24,30,0,3.09,SA,1701662288
228,sao jose da coroa grande,-8.8978,-35.1478,25.41,87,13,3.95,BR,1701662288
229,banda aceh,5.5577,95.3222,28.64,70,90,0.96,ID,1701662288
230,chania,35.5122,24.0156,12.78,82,20,0.0,GR,1701662288
231,tolanaro,-25.0319,46.9987,22.04,83,40,4.12,MG,1701662289
232,enewetak,11.3474,162.3373,27.67,78,97,9.55,MH,1701662289
233,vilyuchinsk,52.9306,158.4028,-3.85,72,29,3.55,RU,1701662289
234,keflavik,64.0049,-22.5624,1.24,75,0,6.17,IS,1701662289
235,sandnessjoen,66.0217,12.6316,-21.71,74,34,3.68,NO,1701662290
236,inari,68.906,27.0288,-8.89,97,100,1.45,FI,1701662290
237,yangjiang,21.85,111.9667,20.51,65,100,1.98,CN,1701662198
238,hawera,-39.5917,174.2833,14.72,94,91,3.58,NZ,1701662290
239,saraykent,39.6936,35.5111,6.54,51,100,1.35,TR,1701662290
240,nagqu,31.5,92.0,-7.79,25,100,1.31,CN,1701662291
241,ocos,14.5094,-92.1933,26.82,76,7,0.92,GT,1701662134
242,kristiansund,63.1115,7.732,-2.64,86,100,2.06,NO,1701662291
243,mount isa,-20.7333,139.5,39.87,14,0,4.63,AU,1701662292
244,el triunfo,-1.9333,-79.9667,25.89,70,95,2.2,EC,1701662293
245,bima,-8.4667,118.7167,33.2,56,99,2.02,ID,1701662293
246,berriane,32.8265,3.7669,7.45,81,51,1.73,DZ,1701662293
247,nabire,-3.3667,135.4833,29.87,74,40,2.15,ID,1701662294
248,shimanovsk,52.0,127.7,-10.96,74,85,4.15,RU,1701662294
249,newman,37.3138,-121.0208,12.99,80,100,0.89,US,1701662201
250,tanaina,61.6269,-149.4281,-1.79,79,0,1.54,US,1701662294
251,la passe,45.5549,-0.8967,7.13,82,97,10.47,FR,1701662295
252,kampar,4.3,101.15,30.08,84,96,0.15,MY,1701662295
253,bantayan,11.2,123.7333,28.05,77,9,5.31,PH,1701662295
254,dudinka,69.4058,86.1778,-34.15,95,16,2.67,RU,1701662126
255,saint-louis,16.3333,-15.0,23.8,34,9,4.74,SN,1701662295
256,bonthe,7.5264,-12.505,25.98,85,100,1.51,SL,1701662295
257,kendari,-3.945,122.4989,33.6,52,72,2.04,ID,1701662230
258,saint-leu,-21.15,55.2833,25.53,75,12,2.52,RE,1701662296
259,carnarvon,-24.8667,113.6333,28.46,54,2,7.78,AU,1701662296
260,fort st. john,56.2499,-120.8529,-2.06,80,40,6.69,CA,1701662296
261,ghat,24.9647,10.1728,14.07,21,0,3.19,LY,1701662296
262,ugoofaaru,5.6667,73.0,28.47,75,11,3.92,MV,1701662297
263,letlhakane,-21.4167,25.5833,19.52,39,84,4.18,BW,1701662297
264,holualoa,19.6228,-155.9522,24.91,84,40,2.06,US,1701662297
265,daru,-9.0763,143.2092,28.69,76,100,4.65,PG,1701662298
266,ambalangoda,6.2355,80.0538,27.37,85,100,4.56,LK,1701662298
267,cedeira,43.6797,-8.0209,10.71,85,49,12.28,ES,1701662298
268,sumbawa besar,-8.5,117.4333,33.48,54,100,3.15,ID,1701662298
269,yanjiang,30.1211,104.6481,14.99,63,22,1.2,CN,1701662298
270,tangalle,6.024,80.7911,25.09,85,94,4.74,LK,1701662299
271,melfort,52.8667,-104.6177,-10.93,85,7,3.09,CA,1701662299
272,sorong,-0.8833,131.25,29.04,74,35,3.72,ID,1701662299
273,balurghat,25.2167,88.7667,25.36,44,94,2.74,IN,1701662299
274,queenstown,-31.8976,26.8753,15.75,89,90,1.5,ZA,1701662300
275,fort mcmurray,56.7268,-111.381,-8.23,86,0,3.09,CA,1701662117
276,kanniyakumari,8.0833,77.5667,28.17,78,92,6.15,IN,1701662300
277,palangkaraya,-2.2,113.8333,30.56,71,70,0.85,ID,1701662300
278,tura,25.5198,90.2201,24.62,48,82,0.53,IN,1701662301
279,kodiak,57.79,-152.4072,2.73,81,100,5.66,US,1701662301
280,rehoboth,-23.3167,17.0833,22.87,56,93,1.16,NA,1701662301
281,harper,4.375,-7.7169,25.93,86,2,2.82,LR,1701662301
282,longboat key,27.4125,-82.659,23.34,67,75,1.54,US,1701662302
283,vila do maio,15.1333,-23.2167,24.44,79,89,7.4,CV,1701662302
284,chudniv,50.052,28.1175,-4.3,93,92,4.81,UA,1701662302
285,zhangye,38.9342,100.4517,7.61,15,0,0.85,CN,1701662302
286,el gouna,27.3942,33.6782,19.05,49,80,3.3,EG,1701662302
287,saudarkrokur,65.7461,-19.6394,-3.87,77,93,3.26,IS,1701662303
288,mareeba,-17.0,145.4333,36.36,40,93,4.41,AU,1701662303
289,cockburn town,21.4612,-71.1419,26.31,69,9,6.66,TC,1701662303
290,cabedelo,-6.9811,-34.8339,26.37,84,97,3.89,BR,1701662303
291,suez,29.9737,32.5263,17.83,58,100,2.77,EG,1701662303
292,crane,31.3974,-102.3501,12.4,32,0,4.39,US,1701662304
293,laojunmiao,39.8333,97.7333,4.1,17,0,0.5,CN,1701662304
294,arkhangel'sk,64.5401,40.5433,-14.94,85,100,0.0,RU,1701662304
295,punta arenas,-53.15,-70.9167,8.06,81,40,14.4,CL,1701662158
296,al kharijah,25.4514,30.5464,16.73,53,96,2.93,EG,1701662304
297,torres,-29.3353,-49.7269,23.26,96,100,3.49,BR,1701662304
298,miri,4.4148,114.0089,30.08,79,40,2.57,MY,1701662305
299,ta`u,-14.2336,-169.5144,27.07,81,0,8.43,AS,1701662305
300,kasane,-17.8167,25.15,20.05,68,0,1.03,BW,1701662305
301,songjianghe,42.1859,127.479,0.78,73,31,5.12,CN,1701662305
302,ambon,-3.6954,128.1814,33.08,66,40,4.12,ID,1701662306
303,greymouth,-42.4667,171.2,15.52,68,47,3.38,NZ,1701662306
304,saint-philippe,-21.3585,55.7679,24.51,65,34,1.15,RE,1701662307
305,ciudad manuel doblado,20.7333,-101.9333,14.73,77,100,0.76,MX,1701662307
306,chiredzi,-21.05,31.6667,18.53,74,12,1.59,ZW,1701662308
307,fojnica,43.9625,17.8983,-3.49,82,5,0.51,BA,1701662308
308,cadale,2.7603,46.3222,27.38,75,92,7.97,SO,1701662308
309,port lincoln,-34.7333,135.8667,23.59,54,9,7.05,AU,1701662157
310,al kharj,24.155,47.3346,17.32,32,100,2.51,SA,1701662308
311,praya,14.9215,-23.5087,24.3,78,20,7.72,CV,1701662155
312,colares,38.7992,-9.4469,15.14,93,100,14.31,PT,1701662309
313,acapulco de juarez,16.8634,-99.8901,25.76,84,2,1.71,MX,1701662309
314,georgetown,5.4112,100.3354,31.96,79,20,2.06,MY,1701662309
315,tumpat,6.1978,102.171,31.2,79,40,1.54,MY,1701662309
316,deqen,29.9618,90.7188,2.89,13,82,2.08,CN,1701662310
317,port douglas,-16.4833,145.4667,29.12,60,67,3.4,AU,1701662310
318,hasaki,35.7333,140.8333,13.22,42,1,3.27,JP,1701662310
319,sanctuary point,-35.1114,150.629,21.78,59,23,5.22,AU,1701662311
320,belmonte,-15.8631,-38.8828,24.38,86,6,3.54,BR,1701662311
321,misliyah,17.4599,42.5572,25.53,58,0,1.37,SA,1701662311
322,shache,38.4167,77.2406,7.06,26,0,0.78,CN,1701662311
323,puerto lopez,4.0845,-72.956,26.25,64,62,1.18,CO,1701662311
324,dalbandin,28.8947,64.4101,14.37,31,0,2.62,PK,1701662312
325,masumbwe,-3.6333,32.1833,17.45,91,96,0.31,TZ,1701662312
326,dire dawa,9.5931,41.8661,17.45,51,56,1.26,ET,1701662312
327,ulladulla,-35.35,150.4667,28.76,59,28,5.23,AU,1701662312
328,egilsstadir,65.2653,-14.3948,-7.05,93,100,1.03,IS,1701662312
329,manokwari,-0.8667,134.0833,27.6,81,47,1.4,ID,1701662312
